1483666223.9052274,70.58
1483666519.1353939,70.58
1483666818.5752392,70.58
1483667124.0353909,70.58
1483667398.86,70.47
1483667418.6952977,70.58
1483667675.9,70.47
1483667719.2153916,70.47
1483667820.8,70.47
1483668024.7253323,70.47
1483668318.885239,70.36
1483668619.4752483,70.47
1483668952.0355284,70.36
1483669030.27,70.47
1483669246.465454,70.36
1483669411.41,70.36
1483669521.2350023,70.36
1483669819.764759,70.47
1483669986.11,70.36
1483670118.8953543,70.36
1483670281.5,70.36
1483670418.8452785,70.36
1483670722.0854123,70.25
1483671018.855258,70.25
1483671318.7952707,70.25
1483671620.115089,70.25
1483671918.975325,70.25
1483672218.7053778,70.25
1483672521.685008,70.25
1483672818.6752505,70.25
1483673118.8752477,70.13
1483673421.8051033,70.13
1483673718.4752958,70.25
1483674018.9653134,70.25
1483674321.4454207,70.13
1483674619.5847971,70.25
1483674920.225271,70.25
1483675224.635515,70.13
1483675519.2453299,70.13
1483675819.5354803,70.13
1483676122.3450027,70.13
1483676418.585248,70.13
1483676718.7752395,70.13
1483677021.775425,70.13
1483677319.2553153,70.13
1483677618.6953428,70.13
1483677921.7154393,70.13
1483678218.8252704,70.13
1483678518.9952447,70.13
1483678834.6655033,70.13
1483679118.9553056,70.13
1483679419.5453196,70.13
1483679722.0249653,70.13
1483680019.2348604,70.13
1483680319.3653696,70.13
1483680639.6850448,70.13
1483680919.0653527,70.13
1483681221.2653213,70.13
1483681522.9150138,70.13
1483681818.965724,70.13
1483682119.4048014,70.13
1483682419.1254702,70.02
1483682718.8652446,70.02
1483683019.6453152,70.02
1483683319.1749606,70.02
1483683618.9053571,70.02
1483683919.2852461,70.02
1483684222.2249854,70.02
1483684519.2653234,70.02
1483684818.6353335,70.02
1483685121.594986,70.02
1483685418.8652632,70.02
1483685719.0552993,70.02
1483686021.9554727,70.02
1483686318.8453605,70.02
1483686618.5952544,69.91
1483686919.0955079,70.02
1483687219.2752805,70.02
1483687518.6348457,70.02
1483687821.2550216,70.02
1483688118.5153341,70.02
1483688419.0152645,69.91
1483688721.9849703,70.02
1483689019.0452878,69.91
1483689319.175282,70.02
1483689619.586092,69.91
1483689919.5048592,69.91
1483690219.0753703,69.91
1483690524.5449753,69.91
1483690818.6353183,69.91
1483691118.8153262,69.91
1483691419.4154243,69.91
1483691719.3852942,69.91
1483692018.8752403,69.91
1483692319.3049066,69.91
1483692618.4653304,69.91
1483692918.5753372,69.91
1483693221.7649403,69.91
1483693519.485286,69.91
1483693818.7652123,69.91
1483694119.6155481,69.91
1483694418.8952043,69.91
1483694719.115408,69.91
1483695019.5650268,69.91
1483695321.8852234,69.91
1483695619.3652956,69.91
1483695923.8250039,69.91
1483696218.9752553,69.8
1483696519.2353134,69.91
1483696819.665464,69.91
1483697119.2453754,69.91
1483697420.0647612,69.91
1483697722.1849542,69.91
1483698019.1952739,69.8
1483698318.9474645,69.91
1483698619.6149793,69.91
1483698918.7552838,69.8
1483699219.2353213,69.8
1483699518.9155092,69.8
1483699818.7053957,69.91
1483700118.8352246,69.91
1483700429.4454405,69.8
1483700718.5653377,69.8
