1483666235.6052177,70.7
1483666530.8351033,70.58
1483666830.2650652,70.58
1483667136.22508,70.58
1483667410.58,70.58
1483667430.4146717,70.47
1483667687.63,70.58
1483667730.9351518,70.47
1483667832.49,70.47
1483668036.4147575,70.47
1483668330.5751967,70.58
1483668631.1551049,70.47
1483668963.7247293,70.58
1483669042.29,70.58
1483669258.2052789,70.58
1483669423.12,70.47
1483669532.9248517,70.47
1483669831.4746833,70.36
1483670130.6150885,70.47
1483670293.2,70.47
1483670430.54508,70.47
1483670734.1153526,70.36
1483671030.555163,70.13
1483671330.625357,70.36
1483671632.0750625,70.36
1483671930.6748056,70.36
1483672230.3947535,70.02
1483672533.374912,70.25
1483672830.3751192,70.36
1483673130.5752056,70.25
1483673433.5349243,70.13
1483673730.17518,70.25
1483674030.6651847,70.36
1483674333.1249175,70.25
1483674631.274679,70.36
1483674931.914698,70.13
1483675236.3248973,70.13
1483675530.9451473,70.13
1483675831.255181,70.02
1483676134.3754344,70.02
1483676430.2752533,70.13
1483676730.4651954,70.13
1483677033.4748757,70.13
1483677330.9446514,70.13
1483677630.395202,70.02
1483677933.4049182,70.02
1483678231.3351707,70.13
1483678530.7051654,70.02
1483678846.3747466,70.02
1483679130.6751633,70.13
1483679431.4947143,69.91
1483679733.7249491,69.91
1483680030.9146264,69.91
1483680331.0652015,70.02
1483680651.975128,70.13
1483680930.7851052,69.91
1483681232.9550908,69.91
1483681534.6354332,70.02
1483681830.93476,70.13
1483682131.094635,69.8
1483682430.815411,70.02
1483682730.5651498,70.02
1483683031.3450742,70.13
1483683330.885319,70.02
1483683630.595143,70.02
1483683930.9851112,70.02
1483684233.9049373,70.02
1483684530.9646764,70.02
1483684830.324728,69.91
1483685133.2849338,69.8
1483685430.5652108,70.02
1483685730.7551167,69.91
1483686033.6650681,69.91
1483686330.5351732,69.91
1483686630.2851028,69.91
1483686930.7953546,69.91
1483687231.124702,69.91
1483687530.3246453,69.8
1483687832.934924,69.91
1483688130.215262,70.02
1483688430.7051802,69.8
1483688733.6849437,69.91
1483689030.7551427,69.91
1483689330.8750844,69.8
1483689631.2853532,69.8
1483689931.1846933,69.8
1483690230.775059,69.91
1483690536.2353272,70.02
1483690830.3347445,69.68
1483691130.5451474,69.8
1483691431.1648974,69.8
1483691731.0851936,70.02
1483692030.5751774,69.8
1483692331.8554342,69.91
1483692630.1547256,69.68
1483692930.275189,69.91
1483693233.4648855,69.8
1483693531.5652103,69.91
1483693830.4550874,69.68
1483694132.0753574,69.91
1483694430.6154864,69.68
1483694730.8351588,69.68
